event_id,event_date,event_url,location_url,event_venue,event_city,event_state,event_country,show,tour,setlist
1774,1992-08-02,/gig:1992-08-02-brendan-byrne-arena-east-rutherford-nj,/venue:brendan-byrne-arena-east-rutherford-nj,Brendan Byrne Arena,East Rutherford,NJ,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Spirit In The Night, 57 Channels (And Nothin' On), Badlands, Trapped, The Big Muddy, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, I'm On Fire, Book Of Dreams, Souls Of The Departed, Born In The U.S.A., Light Of Day, Human Touch, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Jersey Girl"
1775,1992-08-04,/gig:1992-08-04-brendan-byrne-arena-east-rutherford-nj,/venue:brendan-byrne-arena-east-rutherford-nj,Brendan Byrne Arena,East Rutherford,NJ,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Growin' Up, 57 Channels (And Nothin' On), Badlands, Trapped, Living Proof, Pony Boy, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Because The Night, Cover Me, Brilliant Disguise, I'm On Fire, Book Of Dreams, Souls Of The Departed, Born In The U.S.A., Light Of Day, Prove It All Night, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, Jersey Girl"
1776,1992-08-06,/gig:1992-08-06-brendan-byrne-arena-east-rutherford-nj,/venue:brendan-byrne-arena-east-rutherford-nj,Brendan Byrne Arena,East Rutherford,NJ,USA,,World Tour 1992-93,"Local Hero, Better Days, Lucky Town, Darkness On The Edge Of Town, Growin' Up, Spirit In The Night, 57 Channels (And Nothin' On), Badlands, Living Proof, The River, Trapped, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Because The Night, Cover Me, Brilliant Disguise, Human Touch, Souls Of The Departed, Born In The U.S.A., Light Of Day, Glory Days, Working On The Highway, Hungry Heart, Leap Of Faith, Thunder Road, Born To Run, Jersey Girl, Bobby Jean"
1777,1992-08-07,/gig:1992-08-07-brendan-byrne-arena-east-rutherford-nj,/venue:brendan-byrne-arena-east-rutherford-nj,Brendan Byrne Arena,East Rutherford,NJ,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, For You, Growin' Up, 57 Channels (And Nothin' On), Badlands, Trapped, The River, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Because The Night, Cover Me, Brilliant Disguise, Racing In The Street, Souls Of The Departed, Born In The U.S.A., Light Of Day, All The Way Home, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Bobby Jean, Working On The Highway"
1778,1992-08-10,/gig:1992-08-10-brendan-byrne-arena-east-rutherford-nj,/venue:brendan-byrne-arena-east-rutherford-nj,Brendan Byrne Arena,East Rutherford,NJ,USA,,World Tour 1992-93,"Sherry Darling, Better Days, Local Hero, Lucky Town, Atlantic City, Darkness On The Edge Of Town, Spirit In The Night, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, I'm On Fire, Human Touch, Souls Of The Departed, Born In The U.S.A., Light Of Day, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, 4th Of July, Asbury Park (Sandy), Rosalita (Come Out Tonight), Jersey Girl, Working On The Highway"
1779,1992-08-13,/gig:1992-08-13-centrum-worcester-ma,/venue:centrum-worcester-ma,Centrum In Worcester,Worcester,MA,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Spirit In The Night, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Because The Night, Cover Me, Human Touch, All The Way Home, Book Of Dreams, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Brilliant Disguise, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1780,1992-08-14,/gig:1992-08-14-centrum-worcester-ma,/venue:centrum-worcester-ma,Centrum In Worcester,Worcester,MA,USA,,World Tour 1992-93,"Sherry Darling, Better Days, Local Hero, Lucky Town, Atlantic City, Darkness On The Edge Of Town, Growin' Up, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, Human Touch, Souls Of The Departed, Born In The U.S.A., Light Of Day, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, Follow That Dream, Bobby Jean, Working On The Highway"
1781,1992-08-17,/gig:1992-08-17-palace-auburn-hills-mi,/venue:palace-auburn-hills-mi,The Palace Of Auburn Hills,Auburn Hills,MI,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Dancing In The Dark, Spirit In The Night, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, I'm On Fire, Souls Of The Departed, Born In The U.S.A., Light Of Day, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1782,1992-08-18,/gig:1992-08-18-palace-auburn-hills-mi,/venue:palace-auburn-hills-mi,The Palace Of Auburn Hills,Auburn Hills,MI,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, Darkness On The Edge Of Town, Growin' Up, 57 Channels (And Nothin' On), Badlands, Trapped, The River, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Because The Night, Cover Me, Brilliant Disguise, Human Touch, Souls Of The Departed, Born In The U.S.A., Light Of Day, 4th Of July, Asbury Park (Sandy), Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, Follow That Dream, Ramblin' Gamblin' Man, Working On The Highway, Darlington County"
1783,1992-08-21,/gig:1992-08-21-coliseum-richfield-oh,/venue:coliseum-richfield-oh,Richfield Coliseum,Richfield,OH,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Dancing In The Dark, Spirit In The Night, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, I'm On Fire, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward"
1784,1992-08-22,/gig:1992-08-22-coliseum-richfield-oh,/venue:coliseum-richfield-oh,Richfield Coliseum,Richfield,OH,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, Growin' Up, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, I Wish I Were Blind, Souls Of The Departed, Born In The U.S.A., Light Of Day, Human Touch, Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1785,1992-08-25,/gig:1992-08-25-capital-centre-largo-md,/venue:capital-centre-largo-md,Capital Centre,Largo,MD,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Dancing In The Dark, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, I Wish I Were Blind, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Darlington County, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward"
1786,1992-08-26,/gig:1992-08-26-capital-centre-largo-md,/venue:capital-centre-largo-md,Capital Centre,Largo,MD,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, Growin' Up, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, Book Of Dreams, Souls Of The Departed, Born In The U.S.A., Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1787,1992-08-28,/gig:1992-08-28-spectrum-philadelphia-pa,/venue:spectrum-philadelphia-pa,Spectrum,Philadelphia,PA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Growin' Up, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1788,1992-08-29,/gig:1992-08-29-spectrum-philadelphia-pa,/venue:spectrum-philadelphia-pa,Spectrum,Philadelphia,PA,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Atlantic City, Spirit In The Night, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, I Wish I Were Blind, Souls Of The Departed, Born In The U.S.A., Light Of Day, Human Touch, Glory Days, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, All Or Nothin' At All, Working On The Highway, Darlington County, Bobby Jean, Follow That Dream"
1789,1992-09-02,/gig:1992-09-02-world-music-theatre-tinley-park-il,/venue:world-music-theatre-tinley-park-il,World Music Theatre,Tinley Park,IL,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Growin' Up, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1790,1992-09-03,/gig:1992-09-03-world-music-theatre-tinley-park-il,/venue:world-music-theatre-tinley-park-il,World Music Theatre,Tinley Park,IL,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, My Hometown, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, All The Way Home, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Darlington County, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway, Bobby Jean, Hungry Heart"
1791,1992-09-22,/gig:1992-09-22-warner-hollywood-studios-los-angeles-ca,/venue:warner-hollywood-studios-los-angeles-ca,Warner Hollywood Studios,Los Angeles,CA,USA,,Non-tour Shows,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Atlantic City, Darkness On The Edge Of Town, Book Of Dreams, 57 Channels (And Nothin' On), The Big Muddy, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Growin' Up, Human Touch, Soul Driver, Souls Of The Departed, I Wish I Were Blind, Thunder Road, My Beautiful Reward, Light Of Day, Local Hero, Darkness On The Edge Of Town, Glory Days"
1792,1992-09-24,/gig:1992-09-24-memorial-sports-arena-los-angeles-ca,/venue:memorial-sports-arena-los-angeles-ca,Los Angeles Memorial Sports Arena,Los Angeles,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, The Long Goodbye, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Darlington County, Thunder Road, Born To Run, My Beautiful Reward"
1793,1992-09-25,/gig:1992-09-25-memorial-sports-arena-los-angeles-ca,/venue:memorial-sports-arena-los-angeles-ca,Los Angeles Memorial Sports Arena,Los Angeles,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Working On The Highway, Thunder Road, Born To Run, My Beautiful Reward"
1794,1992-09-28,/gig:1992-09-28-memorial-sports-arena-los-angeles-ca,/venue:memorial-sports-arena-los-angeles-ca,Los Angeles Memorial Sports Arena,Los Angeles,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1795,1992-09-29,/gig:1992-09-29-sports-arena-san-diego-ca,/venue:sports-arena-san-diego-ca,San Diego Sports Arena,San Diego,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1796,1992-10-02,/gig:1992-10-02-america-west-arena-phoenix-az,/venue:america-west-arena-phoenix-az,America West Arena,Phoenix,AZ,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1797,1992-10-03,/gig:1992-10-03-america-west-arena-phoenix-az,/venue:america-west-arena-phoenix-az,America West Arena,Phoenix,AZ,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Darlington County, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway, Hungry Heart"
1798,1992-10-06,/gig:1992-10-06-arco-arena-sacramento-ca,/venue:arco-arena-sacramento-ca,ARCO Arena,Sacramento,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1799,1992-10-13,/gig:1992-10-13-dome-tacoma-wa,/venue:dome-tacoma-wa,Tacoma Dome,Tacoma,WA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1800,1992-10-15,/gig:1992-10-15-pacific-coliseum-vancouver-bc,/venue:pacific-coliseum-vancouver-bc,Pacific Coliseum,Vancouver,BC,Canada,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1801,1992-10-17,/gig:1992-10-17-olympic-saddledome-calgary-ab,/venue:olympic-saddledome-calgary-ab,Olympic Saddledome,Calgary,AB,Canada,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1802,1992-10-18,/gig:1992-10-18-northlands-coliseum-edmonton-ab,/venue:northlands-coliseum-edmonton-ab,Northlands Coliseum,Edmonton,AB,Canada,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1803,1992-10-21,/gig:1992-10-21-shoreline-amphitheatre-mountain-view-ca,/venue:shoreline-amphitheatre-mountain-view-ca,Shoreline Amphitheatre,Mountain View,CA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1804,1992-10-22,/gig:1992-10-22-shoreline-amphitheatre-mountain-view-ca,/venue:shoreline-amphitheatre-mountain-view-ca,Shoreline Amphitheatre,Mountain View,CA,USA,,World Tour 1992-93,"Red Headed Woman, Better Days, Local Hero, Lucky Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, The Long Goodbye, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1805,1992-10-26,/gig:1992-10-26-mcnichols-sports-arena-denver-co,/venue:mcnichols-sports-arena-denver-co,McNichols Sports Arena,Denver,CO,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward"
1806,1992-10-30,/gig:1992-10-30-hilton-coliseum-ames-ia,/venue:hilton-coliseum-ames-ia,Hilton Coliseum,Ames,IA,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1807,1992-10-31,/gig:1992-10-31-target-center-minneapolis-mn,/venue:target-center-minneapolis-mn,Target Center,Minneapolis,MN,USA,,World Tour 1992-93,"Spirit In The Night, Better Days, Local Hero, Lucky Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1808,1992-11-03,/gig:1992-11-03-bradley-center-milwaukee-wi,/venue:bradley-center-milwaukee-wi,Bradley Center,Milwaukee,WI,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward"
1809,1992-11-05,/gig:1992-11-05-skydome-toronto-on,/venue:skydome-toronto-on,SkyDome,Toronto,ON,Canada,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward"
1810,1992-11-06,/gig:1992-11-06-skydome-toronto-on,/venue:skydome-toronto-on,SkyDome,Toronto,ON,Canada,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, Spirit In The Night, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Prove It All Night, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1811,1992-11-09,/gig:1992-11-09-nassau-coliseum-uniondale-ny,/venue:nassau-coliseum-uniondale-ny,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Atlantic City, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward"
1812,1992-11-10,/gig:1992-11-10-nassau-coliseum-uniondale-ny,/venue:nassau-coliseum-uniondale-ny,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, The River, Living Proof, Leap Of Faith, Man's Job, Roll Of The Dice, Prove It All Night, Cover Me, Brilliant Disguise, Cross My Heart, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Hungry Heart, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1813,1992-11-13,/gig:1992-11-13-carrier-dome-syracuse-ny,/venue:carrier-dome-syracuse-ny,Carrier Dome,Syracuse,NY,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, The River, If I Should Fall Behind, Living Proof, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1814,1992-11-15,/gig:1992-11-15-civic-center-hartford-ct,/venue:civic-center-hartford-ct,Hartford Civic Center,Hartford,CT,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1815,1992-11-17,/gig:1992-11-17-dean-e-smith-sac-chapel-hill-nc,/venue:dean-e-smith-sac-chapel-hill-nc,Dean E. Smith Student Activities Center,Chapel Hill,NC,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, The River, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1816,1992-11-18,/gig:1992-11-18-coliseum-charlotte-nc,/venue:coliseum-charlotte-nc,Charlotte Coliseum,Charlotte,NC,USA,,World Tour 1992-93,"Better Days, Local Hero, Lucky Town, Darkness On The Edge Of Town, The Big Muddy, 57 Channels (And Nothin' On), Trapped, Badlands, Living Proof, If I Should Fall Behind, Leap Of Faith, Man's Job, Roll Of The Dice, Gloria's Eyes, Cover Me, Brilliant Disguise, Soul Driver, Souls Of The Departed, The Star-Spangled Banner, Born In The U.S.A., Real World, Light Of Day, Human Touch, Glory Days, Bobby Jean, Thunder Road, Born To Run, My Beautiful Reward, Working On The Highway"
1817,1992-11-21,/nobruce:1992-11-21-count-basie-theatre-red-bank-nj,/venue:count-basie-theatre-red-bank-nj,Count Basie Theatre,Red Bank,NJ,USA,,,"Paradise By The ''C'', He's A Rebel, (Today I Met) The Boy I'm Gonna Marry, I Don't Want to Cry, Memphis, Tennessee, Mountain Of Love, Poor Side of Town, Baby, I Love You, Rockin' Around The Christmas Tree, Little Latin Lupe Lu, Sock It To Me, Baby!"
